customer_id,age,tenure_months,monthly_charges,support_calls,contract_type,payment_method,region,signup_date,churn
1136,67.0,52,100.35,1,Month-to-month,Credit Card,East,2019-11-11,1
1137,31.0,55,32.2,5,One year,Credit Card,South,2021-05-01,0
1138,28.0,26,32.51,4,Month-to-month,Electronic Check,West,2022-09-19,1
1139,26.0,68,105.05,1,One year,Electronic Check,East,2021-07-18,0
1140,51.0,34,54.46,4,Month-to-month,Credit Card,East,2018-04-24,1
1141,29.0,52,23.09,5,Two year,Electronic Check,East,2020-06-15,0
1142,52.0,52,25.19,0,Month-to-month,Electronic Check,North,2022-03-27,0
1143,52.0,29,34.22,1,Month-to-month,Electronic Check,East,2020-12-14,0
1144,18.0,38,41.34,2,Two year,Debit Card,South,2022-11-29,0
1145,,42,86.51,1,Month-to-month,Credit Card,North,2018-03-06,1
1146,39.0,21,35.73,4,Month-to-month,Credit Card,North,2019-11-15,1
1147,46.0,42,31.89,2,One year,Electronic Check,North,2021-07-19,0
1148,25.0,13,96.47,2,Month-to-month,Debit Card,North,2022-03-06,1
1149,28.0,64,87.11,3,Month-to-month,Electronic Check,North,2022-08-13,1
1150,58.0,17,63.53,1,One year,Debit Card,North,2021-10-17,0
1151,54.0,9,74.93,1,Month-to-month,,North,2018-05-26,0
1152,31.0,41,51.2,0,One year,Electronic Check,East,2020-07-31,0
1153,47.0,1,,4,Two year,Credit Card,West,2021-05-17,0
1154,52.0,2,70.67,2,Month-to-month,Debit Card,South,2021-08-02,0
1155,38.0,60,58.72,1,Month-to-month,Bank Transfer,South,2020-10-30,0
1156,54.0,48,110.66,2,Month-to-month,,East,2020-01-09,1
1157,22.0,29,21.61,1,Month-to-month,Bank Transfer,East,2018-07-05,0
1158,36.0,10,98.22,1,Two year,,North,2022-05-17,0
1159,31.0,58,32.44,0,Month-to-month,Credit Card,West,2022-06-09,0
1160,43.0,60,99.75,0,Month-to-month,Electronic Check,North,2022-01-27,1
1161,21.0,21,81.59,2,One year,Bank Transfer,East,2021-03-03,0
1162,42.0,28,104.33,2,Two year,Debit Card,North,2020-04-14,0
1163,62.0,34,29.75,7,Month-to-month,Credit Card,South,2020-03-19,0
1164,59.0,8,75.9,3,Month-to-month,Bank Transfer,South,2018-06-20,0
1165,42.0,59,70.11,3,One year,Debit Card,North,2018-08-01,0
1166,35.0,49,90.62,5,Two year,Bank Transfer,West,2023-06-20,1
1167,57.0,17,73.43,3,One year,Debit Card,North,2022-04-03,0
1168,25.0,60,74.07,1,Month-to-month,Debit Card,North,2023-01-24,0
1169,56.0,45,62.96,2,Month-to-month,Debit Card,West,2022-03-06,0
1170,57.0,69,50.88,0,Month-to-month,Debit Card,West,2022-05-15,0
1171,31.0,32,68.23,2,Month-to-month,Bank Transfer,West,2022-06-12,0
1172,49.0,44,31.85,3,Two year,Bank Transfer,South,2018-01-27,0
1173,68.0,65,116.15,5,Two year,Electronic Check,North,2020-10-10,0
1174,55.0,8,91.44,2,Two year,Bank Transfer,East,2020-12-27,0
1175,50.0,43,115.25,1,Month-to-month,Bank Transfer,West,2020-02-29,1
1176,40.0,1,42.67,3,One year,,West,2019-02-12,0
1177,32.0,51,107.93,0,One year,Bank Transfer,North,2022-04-25,0
1178,50.0,24,100.88,3,One year,Debit Card,East,2021-02-06,0
1179,42.0,24,87.72,3,Month-to-month,Credit Card,North,2018-03-15,1
1180,34.0,17,82.5,5,Month-to-month,Credit Card,North,2019-08-01,1
1181,50.0,5,51.65,2,Two year,Electronic Check,West,2019-11-11,0
1182,64.0,20,101.64,0,Month-to-month,Bank Transfer,West,2021-07-09,0
1183,19.0,21,70.15,1,Two year,Bank Transfer,South,2021-10-23,0
1184,31.0,58,27.09,3,Month-to-month,Electronic Check,East,2020-02-25,0
1185,57.0,31,51.29,4,One year,Credit Card,East,2020-04-28,0
1186,57.0,11,113.53,4,One year,Debit Card,West,2020-05-19,0
1187,68.0,52,105.07,3,One year,Bank Transfer,West,2018-08-25,0
1188,56.0,15,118.19,1,Month-to-month,Electronic Check,West,2019-12-28,1
1189,68.0,7,82.8,0,Two year,Debit Card,East,2021-10-21,0
1190,23.0,28,44.75,2,One year,Electronic Check,South,2021-08-02,0
1191,23.0,51,36.28,3,Month-to-month,Electronic Check,East,2019-01-13,0
1192,20.0,58,38.69,2,One year,Electronic Check,West,2019-10-23,0
1193,24.0,5,21.98,1,Month-to-month,Credit Card,West,2020-04-09,0
1194,68.0,5,59.07,3,Month-to-month,Credit Card,South,2020-06-24,0
1195,25.0,8,39.14,1,Month-to-month,Electronic Check,North,2019-01-11,0
1196,59.0,64,61.17,3,Two year,Bank Transfer,North,2019-09-11,0
1197,69.0,10,113.5,3,Month-to-month,Debit Card,East,2019-10-15,1
1198,32.0,38,63.05,4,One year,Bank Transfer,North,2021-01-04,0
1199,64.0,8,107.8,2,Month-to-month,Credit Card,North,2020-10-29,1
1200,46.0,25,80.55,1,Month-to-month,Debit Card,East,2018-07-15,0
